raw_text,station_id,issue_time,bulletin_time,valid_time_from,valid_time_to,remarks,latitude,longitude,elevation_m,fcst_time_from_1,fcst_time_to_1,change_indicator_1,time_becoming,probability_1,wind_dir_degrees_1,wind_speed_kt_1,wind_gust_kt_1,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_1,altim_in_hg,vert_vis_ft,wx_string_1,not_decoded,sky_cover_1,cloud_base_ft_agl_1,cloud_type_1,sky_cover_2,cloud_base_ft_agl_2,cloud_type_2,sky_cover_3,cloud_base_ft_agl_3,cloud_type_3,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_2,fcst_time_to_2,change_indicator_2,time_becoming,probability_2,wind_dir_degrees_2,wind_speed_kt_2,wind_gust_kt_2,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_2,altim_in_hg,vert_vis_ft,wx_string_2,not_decoded,sky_cover_4,cloud_base_ft_agl_4,cloud_type_4,sky_cover_5,cloud_base_ft_agl_5,cloud_type_5,sky_cover_6,cloud_base_ft_agl_6,cloud_type_6,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_3,fcst_time_to_3,change_indicator_3,time_becoming,probability_3,wind_dir_degrees_3,wind_speed_kt_3,wind_gust_kt_3,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_3,altim_in_hg,vert_vis_ft,wx_string_3,not_decoded,sky_cover_7,cloud_base_ft_agl_7,cloud_type_7,sky_cover_8,cloud_base_ft_agl_8,cloud_type_8,sky_cover_9,cloud_base_ft_agl_9,cloud_type_9,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_4,fcst_time_to_4,change_indicator_4,time_becoming,probability_4,wind_dir_degrees_4,wind_speed_kt_4,wind_gust_kt_4,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_4,altim_in_hg,vert_vis_ft,wx_string_4,not_decoded,sky_cover_10,cloud_base_ft_agl_10,cloud_type_10,sky_cover_11,cloud_base_ft_agl_11,cloud_type_11,sky_cover_12,cloud_base_ft_agl_12,cloud_type_12,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_5,fcst_time_to_5,change_indicator_5,time_becoming,probability_5,wind_dir_degrees_5,wind_speed_kt_5,wind_gust_kt_5,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_5,altim_in_hg,vert_vis_ft,wx_string_5,not_decoded,sky_cover_13,cloud_base_ft_agl_13,cloud_type_13,sky_cover_14,cloud_base_ft_agl_14,cloud_type_14,sky_cover_15,cloud_base_ft_agl_15,cloud_type_15,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_6,fcst_time_to_6,change_indicator_6,time_becoming,probability_6,wind_dir_degrees_6,wind_speed_kt_6,wind_gust_kt_6,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_6,altim_in_hg,vert_vis_ft,wx_string_6,not_decoded,sky_cover_16,cloud_base_ft_agl_16,cloud_type_16,sky_cover_17,cloud_base_ft_agl_17,cloud_type_17,sky_cover_18,cloud_base_ft_agl_18,cloud_type_18,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_7,fcst_time_to_7,change_indicator_7,time_becoming,probability_7,wind_dir_degrees_7,wind_speed_kt_7,wind_gust_kt_7,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_7,altim_in_hg,vert_vis_ft,wx_string_7,not_decoded,sky_cover_19,cloud_base_ft_agl_19,cloud_type_19,sky_cover_20,cloud_base_ft_agl_20,cloud_type_20,sky_cover_21,cloud_base_ft_agl_21,cloud_type_21,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_8,fcst_time_to_8,change_indicator_8,time_becoming,probability_8,wind_dir_degrees_8,wind_speed_kt_8,wind_gust_kt_8,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_8,altim_in_hg,vert_vis_ft,wx_string_8,not_decoded,sky_cover_22,cloud_base_ft_agl_22,cloud_type_22,sky_cover_23,cloud_base_ft_agl_23,cloud_type_23,sky_cover_24,cloud_base_ft_agl_24,cloud_type_24,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c
KMEV 050520Z 0506/0606 27013KT P6SM SKC FM050900 VRB05KT P6SM SKC FM052100 29012G20KT P6SM SKC FM060400 VRB05KT P6SM SKC,KMEV,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,38.9963,-119.75,1437,2025-07-05T06:00:00Z,2025-07-05T09:00:00Z,,,,270,13,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T21:00:00Z,FM,,,VRB,5,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T21:00:00Z,2025-07-06T04:00:00Z,FM,,,290,12,20,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-06T04:00:00Z,2025-07-06T06:00:00Z,FM,,,VRB,5,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPNC 050520Z 0506/0606 15009KT P6SM SCT050 BKN100 FM050900 16006KT P6SM BKN020 FM051700 17010KT P6SM BKN030 FM060100 17005KT P6SM SCT030 BKN250,KPNC,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,36.7369,-97.1024,304,2025-07-05T06:00:00Z,2025-07-05T09:00:00Z,,,,150,9,,,,,6+,,,,,SCT,5000,,BKN,10000,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T17:00:00Z,FM,,,160,6,,,,,6+,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,2025-07-05T17:00:00Z,2025-07-06T01:00:00Z,FM,,,170,10,,,,,6+,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,2025-07-06T01:00:00Z,2025-07-06T06:00:00Z,FM,,,170,5,,,,,6+,,,,,SCT,3000,,BKN,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCXP 050520Z 0506/0606 36007G14KT P6SM SKC FM050800 VRB02KT P6SM SKC FM052100 27010G17KT P6SM SKC FM060300 33007KT P6SM SKC,KCXP,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,39.1905,-119.732,1431,2025-07-05T06:00:00Z,2025-07-05T08:00:00Z,,,,360,7,14,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T08:00:00Z,2025-07-05T21:00:00Z,FM,,,VRB,2,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T21:00:00Z,2025-07-06T03:00:00Z,FM,,,270,10,17,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-06T03:00:00Z,2025-07-06T06:00:00Z,FM,,,330,7,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQM 050520Z 0506/0606 05003KT 4000 BR BKN005 FM051200 VRB03KT 9999 SCT030 SCT080 BECMG 0517/0519 04012KT TEMPO 0520/0523 18012KT BKN030 BECMG 0600/0602 04004KT FEW005 SCT030 TX23/0519Z TN09/0511Z,SEQM,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,-0.124,-78.354,2386,2025-07-05T06:00:00Z,2025-07-05T12:00:00Z,,,,50,3,,,,,2.49,,,BR,,BKN,500,,,,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-05T17:00:00Z,FM,,,VRB,3,,,,,6+,,,,,SCT,3000,,SCT,8000,,,,,,,,,,,,,,,,,2025-07-05T17:00:00Z,2025-07-06T00:00:00Z,BECMG,1751742000,,40,12,,,,,6+,,,,,SCT,3000,,SCT,8000,,,,,,,,,,,,,,,,,2025-07-05T20:00:00Z,2025-07-05T23:00:00Z,TEMPO,,,180,12,,,,,,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T06:00:00Z,BECMG,1751767200,,40,4,,,,,6+,,,,,FEW,500,,SCT,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELT 050520Z 0506/0606 17006KT 9999 SCT010 BKN030 BECMG 0512/0514 BKN030 BECMG 0516/0518 17018KT BECMG 0600/0602 17008KT FEW010 BKN030 TX11/0519Z TN05/0511Z,SELT,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,-0.921,-78.619,2779,2025-07-05T06:00:00Z,2025-07-05T12:00:00Z,,,,170,6,,,,,6+,,,,,SCT,1000,,BKN,3000,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-05T16:00:00Z,BECMG,1751724000,,170,6,,,,,6+,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-06T00:00:00Z,BECMG,1751738400,,170,18,,,,,6+,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T06:00:00Z,BECMG,1751767200,,170,8,,,,,6+,,,,,FEW,1000,,BKN,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEGU 050520Z 0506/0606 21008KT 9999 BKN020 BKN100 BECMG 0517/0519 15005KT SCT020 SCT100 BECMG 0600/0602 22010KT FEW010 BKN100 TX30/0520Z TN23/0510Z,SEGU,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,-2.158,-79.884,6,2025-07-05T06:00:00Z,2025-07-05T17:00:00Z,,,,210,8,,,,,6+,,,,,BKN,2000,,BKN,10000,,,,,,,,,,,,,,,,,2025-07-05T17:00:00Z,2025-07-06T00:00:00Z,BECMG,1751742000,,150,5,,,,,6+,,,,,SCT,2000,,SCT,10000,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T06:00:00Z,BECMG,1751767200,,220,10,,,,,6+,,,,,FEW,1000,,BKN,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGDV 050520Z 0506/0606 04014KT P6SM BKN100 TEMPO 0509/0510 6SM -TSRA OVC100CB FM051600 07008KT P6SM SCT080 FM060000 08010KT 6SM -SHRA BKN090 PROB30 0600/0602 -TSRAGR OVC090CB FM060200 07008KT 6SM -SHRA OVC070 PROB30 0602/0603 -TSRAGR OVC045CB FM060300 03008KT 6SM -SHRA OVC060 PROB30 0603/0606 -TSRAGR OVC022CB,KGDV,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,47.14,-104.813,749,2025-07-05T06:00:00Z,2025-07-05T16:00:00Z,,,,40,14,,,,,6+,,,,,BKN,10000,,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T10:00:00Z,TEMPO,,,,,,,,,6,,,-TSRA,,OVC,10000,CB,,,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-06T00:00:00Z,FM,,,70,8,,,,,6+,,,,,SCT,8000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T02:00:00Z,FM,,,80,10,,,,,6,,,-SHRA,,BKN,9000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T02:00:00Z,PROB,,30,,,,,,,,,,-TSRA -TSGR,,OVC,9000,CB,,,,,,,,,,,,,,,,,,,2025-07-06T02:00:00Z,2025-07-06T03:00:00Z,FM,,,70,8,,,,,6,,,-SHRA,,OVC,7000,,,,,,,,,,,,,,,,,,,,2025-07-06T02:00:00Z,2025-07-06T03:00:00Z,PROB,,30,,,,,,,,,,-TSRA -TSGR,,OVC,4500,CB,,,,,,,,,,,,,,,,,,,2025-07-06T03:00:00Z,2025-07-06T06:00:00Z,FM,,,30,8,,,,,6,,,-SHRA,,OVC,6000,,,,,,,,,,,,,,,,,,,,
SEMT 050520Z 0506/0606 22008KT 9999 BKN020 BECMG 0516/0518 30008KT SCT020 SCT100 BECMG 0600/0602 20010KT BKN020 TX29/0520Z TN23/0510Z,SEMT,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,-0.946,-80.679,13,2025-07-05T06:00:00Z,2025-07-05T16:00:00Z,,,,220,8,,,,,6+,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-06T00:00:00Z,BECMG,1751738400,,300,8,,,,,6+,,,,,SCT,2000,,SCT,10000,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T06:00:00Z,BECMG,1751767200,,200,10,,,,,6+,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOLF 050520Z 0506/0606 05008KT P6SM SCT140 PROB30 0510/0512 6SM -SHRA OVC100 FM051200 VRB05KT P6SM OVC070 PROB30 0513/0515 6SM -SHRA OVC090 FM051800 09007KT P6SM SCT090 FM060000 09009KT 6SM -SHRA BKN090 PROB30 0600/0603 -TSRA OVC100CB FM060300 07007KT 6SM -SHRA OVC060,KOLF,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,48.0942,-105.578,605,2025-07-05T06:00:00Z,2025-07-05T12:00:00Z,,,,50,8,,,,,6+,,,,,SCT,14000,,,,,,,,,,,,,,,,,,,,2025-07-05T10:00:00Z,2025-07-05T12:00:00Z,PROB,,30,,,,,,,6,,,-SHRA,,OVC,10000,,,,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-05T18:00:00Z,FM,,,VRB,5,,,,,6+,,,,,OVC,7000,,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-05T15:00:00Z,PROB,,30,,,,,,,6,,,-SHRA,,OVC,9000,,,,,,,,,,,,,,,,,,,,2025-07-05T18:00:00Z,2025-07-06T00:00:00Z,FM,,,90,7,,,,,6+,,,,,SCT,9000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T03:00:00Z,FM,,,90,9,,,,,6,,,-SHRA,,BKN,9000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T03:00:00Z,PROB,,30,,,,,,,,,,-TSRA,,OVC,10000,CB,,,,,,,,,,,,,,,,,,,2025-07-06T03:00:00Z,2025-07-06T06:00:00Z,FM,,,70,7,,,,,6,,,-SHRA,,OVC,6000,,,,,,,,,,,,,,,,,,,,
KSNY 050520Z 0506/0606 34010KT P6SM SKC FM051900 04009KT P6SM SCT080 FM060000 15008KT P6SM SKC,KSNY,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,41.0993,-102.986,1307,2025-07-05T06:00:00Z,2025-07-05T19:00:00Z,,,,340,10,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T19:00:00Z,2025-07-06T00:00:00Z,FM,,,40,9,,,,,6+,,,,,SCT,8000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T06:00:00Z,FM,,,150,8,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSWO 050520Z 0506/0606 15010KT P6SM BKN100 FM050900 15006KT P6SM BKN015 FM051700 17011KT P6SM BKN030 FM060200 17006KT P6SM SCT030 BKN250,KSWO,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,36.1624,-97.0832,293,2025-07-05T06:00:00Z,2025-07-05T09:00:00Z,,,,150,10,,,,,6+,,,,,BKN,10000,,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T17:00:00Z,FM,,,150,6,,,,,6+,,,,,BKN,1500,,,,,,,,,,,,,,,,,,,,2025-07-05T17:00:00Z,2025-07-06T02:00:00Z,FM,,,170,11,,,,,6+,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,2025-07-06T02:00:00Z,2025-07-06T06:00:00Z,FM,,,170,6,,,,,6+,,,,,SCT,3000,,BKN,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAIA 050520Z 0506/0606 31010KT P6SM VCTS BKN080CB TEMPO 0506/0507 VRB25G35KT 4SM TSRA BKN040CB FM050800 31007KT P6SM BKN100 FM051500 35009KT P6SM SCT060 FM051800 12010KT P6SM SCT060,KAIA,2025-07-05T05:20:00Z,2025-07-05T05:20:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,42.0573,-102.802,1198,2025-07-05T06:00:00Z,2025-07-05T08:00:00Z,,,,310,10,,,,,6+,,,VCTS,,BKN,8000,CB,,,,,,,,,,,,,,,,,,,2025-07-05T06:00:00Z,2025-07-05T07:00:00Z,TEMPO,,,VRB,25,35,,,,4,,,TSRA,,BKN,4000,CB,,,,,,,,,,,,,,,,,,,2025-07-05T08:00:00Z,2025-07-05T15:00:00Z,FM,,,310,7,,,,,6+,,,,,BKN,10000,,,,,,,,,,,,,,,,,,,,2025-07-05T15:00:00Z,2025-07-05T18:00:00Z,FM,,,350,9,,,,,6+,,,,,SCT,6000,,,,,,,,,,,,,,,,,,,,2025-07-05T18:00:00Z,2025-07-06T06:00:00Z,FM,,,120,10,,,,,6+,,,,,SCT,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF YGEL 050519Z 0506/0600 04008KT CAVOK FM050700 28008KT CAVOK FM051520 04008KT CAVOK,YGEL,2025-07-05T05:19:00Z,2025-07-05T05:19:00Z,2025-07-05T06:00:00Z,2025-07-06T00:00:00Z,,-28.805,114.699,32,2025-07-05T06:00:00Z,2025-07-05T07:00:00Z,,,,40,8,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2025-07-05T07:00:00Z,2025-07-05T15:20:00Z,FM,,,280,8,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2025-07-05T15:20:00Z,2025-07-06T00:00:00Z,FM,,,40,8,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF YPJT 050519Z 0506/0600 36012KT 9999 FEW045,YPJT,2025-07-05T05:19:00Z,2025-07-05T05:19:00Z,2025-07-05T06:00:00Z,2025-07-06T00:00:00Z,,-32.101,115.879,29,2025-07-05T06:00:00Z,2025-07-06T00:00:00Z,,,,360,12,,,,,6+,,,,,FEW,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF YPEA 050519Z 0506/0600 36012KT 9999 FEW045,YPEA,2025-07-05T05:19:00Z,2025-07-05T05:19:00Z,2025-07-05T06:00:00Z,2025-07-06T00:00:00Z,,-31.667,116.019,38,2025-07-05T06:00:00Z,2025-07-06T00:00:00Z,,,,360,12,,,,,6+,,,,,FEW,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AYPY 0506/0606 VRB03KT 9999 SCT020 SCT040 FM050600 00000KT 9999 -SHRA SCT018 BKN030,AYPY,2025-07-05T05:19:00Z,2025-07-05T05:19:00Z,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,-9.443,147.216,44,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,,,,VRB,3,,,,,6+,,,,,SCT,2000,,SCT,4000,,,,,,,,,,,,,,,,,2025-07-05T06:00:00Z,2025-07-06T06:00:00Z,FM,,,0,0,,,,,6+,,,-SHRA,,SCT,1800,,BKN,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF YSDU 050518Z 0506/0600 04006KT CAVOK FM050900 06010KT CAVOK,YSDU,2025-07-05T05:18:00Z,2025-07-05T05:18:00Z,2025-07-05T06:00:00Z,2025-07-06T00:00:00Z,,-32.221,148.575,285,2025-07-05T06:00:00Z,2025-07-05T09:00:00Z,,,,40,6,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-06T00:00:00Z,FM,,,60,10,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
