raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover_1,cloud_base_ft_agl_1,sky_cover_2,cloud_base_ft_agl_2,sky_cover_3,cloud_base_ft_agl_3,sky_cover_4,cloud_base_ft_agl_4,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
MHTG 051100Z 35010KT 7000 FEW008 BKN030 21/19 Q1020 A3012 NOSIG,MHTG,2025-07-05T11:00:00Z,14.06,-87.216,21,19,350,10,,4.35,30.12,,,,,,TRUE,,,,,FEW,800,BKN,3000,,,,,MVFR,,,,,,,,,,,,METAR,1001
MHPR 051100Z 01003KT 9000 SCT044 SCT090 21/21 Q1019 A3009 NOSIG,MHPR,2025-07-05T11:00:00Z,14.382,-87.621,21,21,10,3,,5.59,30.09,,,,,,TRUE,,,,,SCT,4400,SCT,9000,,,,,VFR,,,,,,,,,,,,METAR,628
MHLM 051100Z 23004KT 9999 FEW022 24/23 Q1014 A2994 NOSIG,MHLM,2025-07-05T11:00:00Z,15.442,-87.934,24,23,230,4,,6+,29.94,,,,,,TRUE,,,,,FEW,2200,,,,,,,VFR,,,,,,,,,,,,METAR,32
MHCA 051100Z 00000KT 9999 SCT030 SCT070 23/22 Q1018 A3006,MHCA,2025-07-05T11:00:00Z,14.875,-85.775,23,22,0,0,,6+,30.06,,,,,,,,,,,SCT,3000,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,386
MDST 051100Z 10004KT 060V140 9999 SCT016 BKN300 25/24 Q1017,MDST,2025-07-05T11:00:00Z,19.407,-70.614,25,24,100,4,,6+,30.03,,,,,,,,,,,SCT,1600,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,175
MDSD 051100Z VRB03KT 9999 FEW016 SCT080 SCT300 24/23 Q1017,MDSD,2025-07-05T11:00:00Z,18.433,-69.667,24,23,VRB,3,,6+,30.03,,,,,,,,,,,FEW,1600,SCT,8000,SCT,30000,,,VFR,,,,,,,,,,,,METAR,18
MDPP 051100Z 00000KT 9999 FEW016 SCT300 24/23 Q1016,MDPP,2025-07-05T11:00:00Z,19.759,-70.571,24,23,0,0,,6+,30.00,,,,,,,,,,,FEW,1600,SCT,30000,,,,,VFR,,,,,,,,,,,,METAR,9
MDPC 051100Z 08005KT 9999 FEW018 27/25 Q1018,MDPC,2025-07-05T11:00:00Z,18.566,-68.356,27,25,80,5,,6+,30.06,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,10
MDLR 051100Z 09006KT 9999 FEW016 SCT300 24/24 Q1018,MDLR,2025-07-05T11:00:00Z,18.451,-68.921,24,24,90,6,,6+,30.06,,,,,,,,,,,FEW,1600,SCT,30000,,,,,VFR,,,,,,,,,,,,METAR,66
MDJB 051100Z 00000KT 9999 FEW016 BKN300 23/22 Q1018,MDJB,2025-07-05T11:00:00Z,18.577,-69.984,23,22,0,0,,6+,30.06,,,,,,,,,,,FEW,1600,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,24
MDCY 051100Z 00000KT 9999 FEW018 SCT300 24/23 Q1016,MDCY,2025-07-05T11:00:00Z,19.271,-69.733,24,23,0,0,,6+,30.00,,,,,,,,,,,FEW,1800,SCT,30000,,,,,VFR,,,,,,,,,,,,METAR,4
KQFX 051100Z AUTO 27001KT 9999 FEW037 29/24 A2966 RMK A02 TSNO,KQFX,2025-07-05T11:00:00Z,-99.99,-99.99,29,24,270,1,,6+,29.66,,,TRUE,TRUE,,,TRUE,,,,FEW,3700,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQFV 051100Z AUTO 31003KT 9999 OVC027 27/23 A2973 RMK A02 TSNO,KQFV,2025-07-05T11:00:00Z,-99.99,-99.99,27,23,310,3,,6+,29.73,,,TRUE,TRUE,,,TRUE,,,,OVC,2700,,,,,,,MVFR,,,,,,,,,,,,METAR,9999
KQFU 051100Z AUTO 23003KT 9999 FEW030 SCT043 27/23 A2972 RMK A02 TSNO,KQFU,2025-07-05T11:00:00Z,-99.99,-99.99,27,23,230,3,,6+,29.72,,,TRUE,TRUE,,,TRUE,,,,FEW,3000,SCT,4300,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEW 051100Z AUTO 22001KT 9999 // CLR 29/22 A2967 RMK A02 TSNO,KQEW,2025-07-05T11:00:00Z,-99.99,-99.99,29,22,220,1,,6+,29.67,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEQ 051100Z AUTO 25002KT 9999 BKN043 26/24 A2971 RMK A02 TSNO,KQEQ,2025-07-05T11:00:00Z,-99.99,-99.99,26,24,250,2,,6+,29.71,,,TRUE,TRUE,,,TRUE,,,,BKN,4300,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEP 051100Z AUTO 17002KT 9999 CLR 29/22 A2970 RMK A02 TSNO,KQEP,2025-07-05T11:00:00Z,-99.99,-99.99,29,22,170,2,,6+,29.70,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KCWF 051100Z 00000KT 10SM CLR 25/24 A3000,KCWF,2025-07-05T11:00:00Z,30.2216,-93.1467,25,24,0,0,,10+,30.00,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,4
HECA 051100Z 36012KT CAVOK 35/08 Q1010 NOSIG,HECA,2025-07-05T11:00:00Z,30.133,31.405,35,8,360,12,,6+,29.82,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,142
HAAB 051100Z 31008KT 9999 BKN023 20/12 Q1025,HAAB,2025-07-05T11:00:00Z,8.978,38.799,20,12,310,8,,6+,30.27,,,,,,,,,,,BKN,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,2319
GVSV 051100Z 14003KT 9999 SCT020 BKN200 27/20 Q1016 NOSIG,GVSV,2025-07-05T11:00:00Z,16.833,-25.055,27,20,140,3,,6+,30.00,,,,,,TRUE,,,,,SCT,2000,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,16
GVNP 051100Z 10007KT 9999 SCT017 SCT200 27/20 Q1015 NOSIG,GVNP,2025-07-05T11:00:00Z,14.947,-23.484,27,20,100,7,,6+,29.97,,,,,,TRUE,,,,,SCT,1700,SCT,20000,,,,,VFR,,,,,,,,,,,,METAR,70
GVBA 051100Z 32007KT 9999 SCT014 25/22 Q1015 NOSIG,GVBA,2025-07-05T11:00:00Z,16.137,-22.889,25,22,320,7,,6+,29.97,,,,,,TRUE,,,,,SCT,1400,,,,,,,VFR,,,,,,,,,,,,METAR,23
GVAC 051100Z 34006KT 9999 BKN013 26/20 Q1016 NOSIG,GVAC,2025-07-05T11:00:00Z,16.742,-22.949,26,20,340,6,,6+,30.00,,,,,,TRUE,,,,,BKN,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,54
GBYD 051100Z 34008KT 9999 BKN011 FEW110 29/23 Q1014,GBYD,2025-07-05T11:00:00Z,13.341,-16.653,29,23,340,8,,6+,29.94,,,,,,,,,,,BKN,1100,FEW,11000,,,,,MVFR,,,,,,,,,,,,METAR,29
FWKI 051100Z 07008KT 9999 BKN030 24/08 Q1023 NOSIG,FWKI,2025-07-05T11:00:00Z,-13.789,33.781,24,8,70,8,,6+,30.21,,,,,,TRUE,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,1225
FQQL 051100Z /////KT 9999 FEW020 29/19 Q1019,FQQL,2025-07-05T11:00:00Z,-17.858,36.869,29,19,,,,6+,30.09,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,5
FQPB 051100Z /////KT 9999 SCT020 27/18 Q1019,FQPB,2025-07-05T11:00:00Z,-12.989,40.525,27,18,,,,6+,30.09,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,101
FQLC 051100Z 09010KT 9999 BKN016 20/09 Q1025,FQLC,2025-07-05T11:00:00Z,-13.271,35.265,20,9,90,10,,6+,30.27,,,,,,,,,,,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,1362
FNLU 051100Z 27007KT 240V300 8000 SCT019 25/18 Q1015,FNLU,2025-07-05T11:00:00Z,-8.858,13.231,25,18,270,7,,4.97,29.97,,,,,,,,,,,SCT,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,75
FAVV 051100Z AUTO 27004KT //// // ////// 14/M01 Q1025,FAVV,2025-07-05T11:00:00Z,-26.566,27.961,14,-1,270,4,,,30.27,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1480
FASI 051100Z AUTO 02004KT //// // ////// 15/M03 Q1027,FASI,2025-07-05T11:00:00Z,-26.248,28.398,15,-3,20,4,,,30.32,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1627
BKPR 051100Z 32008KT 270V350 CAVOK 31/16 Q1019 NOSIG,BKPR,2025-07-05T11:00:00Z,42.576,21.03,31,16,320,8,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,545
BIVM 051100Z 30007KT 9999 BKN002 10/10 Q1004,BIVM,2025-07-05T11:00:00Z,63.424,-20.278,10,10,300,7,,6+,29.65,,,,,,,,,,,BKN,200,,,,,,,LIFR,,,,,,,,,,,,METAR,93
BIIS 051100Z 23008KT 190V260 9999 FEW035 14/04 Q1001,BIIS,2025-07-05T11:00:00Z,66.056,-23.143,14,4,230,8,,6+,29.56,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,3
CYCK 051059Z AUTO 21002KT 6SM HZ CLR 21/ A3008 RMK DP MISG SLP184 DENSITY ALT 1400FT,CYCK,2025-07-05T10:59:00Z,42.307,-82.085,21,,210,2,,6,30.08,1018.4,,TRUE,,,,,,,HZ,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,196
KROG 051058Z AUTO 15003KT 10SM CLR 22/21 A3006 RMK AO2 SLP163 T02220206 TSNO,KROG,2025-07-05T10:58:00Z,36.3749,-94.1078,22.2,20.6,150,3,,10+,30.06,1016.3,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,407
KBCR 051058Z AUTO 03003KT 7SM CLR 24/23 A3002 RMK AO2 SLP123 T02390228 $ ,KBCR,2025-07-05T10:58:00Z,30.8432,-85.6043,23.9,22.8,30,3,,7,30.02,1012.3,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,26
K0J4 051058Z AUTO 05004KT 8SM CLR 24/21 A3003 RMK AO2 SLP164 T02390206 $ ,K0J4,2025-07-05T10:58:00Z,31.0447,-86.3119,23.9,20.6,50,4,,8,30.03,1016.4,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,96
CYXR 051058Z AUTO 18009KT 9SM FEW110 16/14 A2991 RMK SLP135 DENSITY ALT 1100FT,CYXR,2025-07-05T10:58:00Z,47.698,-79.852,16,14,180,9,,9,29.91,1013.5,,TRUE,,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,SPECI,244
CYHK 051058Z AUTO 29013KT 3SM BR OVC003 02/02 A2978 RMK SLP090,CYHK,2025-07-05T10:58:00Z,68.633,-95.851,2,2,290,13,,3,29.78,1009,,TRUE,,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,36
MMDO 051057Z RTD 08002KT 7SM SCT070 BKN200 16/15 A3031 RMK 8/038 HZY RTS,MMDO,2025-07-05T10:57:00Z,24.124,-104.532,16,15,80,2,,7,30.31,,,,,,,,,,,SCT,7000,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,1863
KSUE 051057Z AUTO 21007KT 10SM CLR 23/21 A2995 RMK AO2 SLP136 T02330206,KSUE,2025-07-05T10:57:00Z,44.847,-87.425,23.3,20.6,210,7,,10+,29.95,1013.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,215
KMUI 051057Z AUTO 00000KT 1SM BR CLR 16/15 A3018 RMK AO2 SLP220 RVRNO,KMUI,2025-07-05T10:57:00Z,40.4381,-76.5643,16,15,0,0,,1,30.18,1022,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,SPECI,146
KMNM 051057Z AUTO 23007KT 10SM CLR 24/22 A2994 RMK AO2 SLP133 T02390222 $,KMNM,2025-07-05T10:57:00Z,45.126,-87.639,23.9,22.2,230,7,,10+,29.94,1013.3,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,188
KFLG 051057Z AUTO 29004KT 10SM CLR 12/07 A3038 RMK AO2 SLP185 T01220067 $,KFLG,2025-07-05T10:57:00Z,35.1443,-111.666,12.2,6.7,290,4,,10+,30.38,1018.5,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2134
KCDD 051057Z 00000KT 3SM BR CLR 18/18 A2984 RMK AO2,KCDD,2025-07-05T10:57:00Z,48.2601,-92.4748,18,18,0,0,,3,29.84,,,,TRUE,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,344
TJSJ 051056Z 12004KT 8SM FEW022 SCT085 27/24 A3008 RMK AO2 SLP185 HZ ALQDS T02720239 $,TJSJ,2025-07-05T10:56:00Z,18.4326,-66.0107,27.2,23.9,120,4,,8,30.08,1018.5,,,TRUE,TRUE,,,,,,FEW,2200,SCT,8500,,,,,VFR,,,,,,,,,,,,METAR,3
PPIZ 051056Z AUTO 24007KT 10SM CLR 11/09 A3006 RMK AO2 SLP183 T01110089,PPIZ,2025-07-05T10:56:00Z,69.735,-163.003,11.1,8.9,240,7,,10+,30.06,1018.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5
POKA 051056Z AUTO 00000KT 10SM OVC075 10/09 A2992 RMK AO2 SLP135 T01000094 PNO $,POKA,2025-07-05T10:56:00Z,60.569,-165.246,10,9.4,0,0,,10+,29.92,1013.5,,TRUE,TRUE,TRUE,,,,,,OVC,7500,,,,,,,VFR,,,,,,,,,,,,METAR,19
PMDY 051056Z AUTO 09012KT 10SM SCT023 26/21 A3014 RMK AO2 SLP207 T02610211 403000239,PMDY,2025-07-05T10:56:00Z,28.206,-177.382,26.1,21.1,90,12,,10+,30.14,1020.7,,TRUE,TRUE,,,,,,,SCT,2300,,,,,,,VFR,,,,,,,,,,,,METAR,6
PHNY 051056Z AUTO 06004KT 10SM BKN033 BKN040 21/19 A3010 RMK AO2 SLP170 T02110189 $,PHNY,2025-07-05T10:56:00Z,20.783,-156.955,21.1,18.9,60,4,,10+,30.10,1017,,TRUE,TRUE,TRUE,,,,,,BKN,3300,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,395
PHHI 051056Z AUTO 00000KT 10SM -DZ BKN025 OVC042 23/20 A3008 RMK AO2 DZB56 SLP177 $,PHHI,2025-07-05T10:56:00Z,21.478,-158.044,23,20,0,0,,10+,30.08,1017.7,,TRUE,TRUE,TRUE,,,,,-DZ,BKN,2500,OVC,4200,,,,,MVFR,,,,,,,,,,,,SPECI,246
PFZK 051056Z AUTO 05003KT 10SM CLR 13/06 A2989 RMK AO2 SLP119 T01280061,PFZK,2025-07-05T10:56:00Z,60.9156,-161.488,12.8,6.1,50,3,,10+,29.89,1011.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,16
PFYU 051056Z AUTO 00000KT 6SM HZ CLR 16/11 A2995 RMK AO2 SLP149 T01560111 TSNO,PFYU,2025-07-05T10:56:00Z,66.572,-145.243,15.6,11.1,0,0,,6,29.95,1014.9,,TRUE,TRUE,,,TRUE,,,HZ,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,130
PFTO 051056Z AUTO 32005KT 10SM FEW090 SCT120 18/06 A2992 RMK AO2 SLP773 T01780056 $,PFTO,2025-07-05T10:56:00Z,63.329,-142.954,17.8,5.6,320,5,,10+,29.92,977.3,,TRUE,TRUE,TRUE,,,,,,FEW,9000,SCT,12000,,,,,VFR,,,,,,,,,,,,METAR,500
PFSH 051056Z AUTO 02017KT 10SM CLR 17/13 A2993 RMK AO2 SLP134 T01720133 TSNO,PFSH,2025-07-05T10:56:00Z,64.367,-161.217,17.2,13.3,20,17,,10+,29.93,1013.4,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6
PFNO 051056Z AUTO 29005KT 10SM 17/12 A2998 RMK AO2 SLP150 T01670122 $,PFNO,2025-07-05T10:56:00Z,66.819,-161.024,16.7,12.2,290,5,,10+,29.98,1015,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,14
PFKT 051056Z AUTO 11013KT 10SM BKN110 17/08 A3002 RMK AO2 WSHFT 0948 SLP167 T01670083,PFKT,2025-07-05T10:56:00Z,65.33,-166.479,16.7,8.3,110,13,,10+,30.02,1016.7,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,8
PFKO 051056Z AUTO 30005KT 10SM CLR 13/12 RMK AO2 SLPNO T01280117 $,PFKO,2025-07-05T10:56:00Z,63.0334,-163.532,12.8,11.7,300,5,,10+,0.00,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,13
PFEL 051056Z AUTO 01013KT 10SM BKN110 20/09 A2994 RMK AO2 SLP138 T02000089 TSNO,PFEL,2025-07-05T10:56:00Z,64.616,-162.272,20,8.9,10,13,,10+,29.94,1013.8,,TRUE,TRUE,,,TRUE,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,50
PAWS 051056Z AUTO 00000KT 10SM CLR 12/10 A3004 RMK AO2 SLP174 T01170100,PAWS,2025-07-05T10:56:00Z,61.571,-149.538,11.7,10,0,0,,10+,30.04,1017.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,102
PAWG 051056Z AUTO 13005KT 10SM OVC085 13/11 A3010 RMK AO2 SLP194 T01280106 TSNO $,PAWG,2025-07-05T10:56:00Z,56.486,-132.377,12.8,10.6,130,5,,10+,30.10,1019.4,,TRUE,TRUE,TRUE,,TRUE,,,,OVC,8500,,,,,,,VFR,,,,,,,,,,,,METAR,6
PAVD 051056Z AUTO 08004KT 10SM OVC029 10/08 A3015 RMK AO2 SLP207 T01000078 TSNO $,PAVD,2025-07-05T10:56:00Z,61.133,-146.251,10,7.8,80,4,,10+,30.15,1020.7,,TRUE,TRUE,TRUE,,TRUE,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,METAR,21
PAVA 051056Z AUTO 02010KT 10SM CLR 14/10 A2992 RMK AO2 SLP132 T01390100,PAVA,2025-07-05T10:56:00Z,61.537,-165.604,13.9,10,20,10,,10+,29.92,1013.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,14
PAUN 051056Z AUTO 00000KT 10SM CLR 14/13 A2993 RMK AO2 SLP137 T01390133,PAUN,2025-07-05T10:56:00Z,63.885,-160.794,13.9,13.3,0,0,,10+,29.93,1013.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
PATQ 051056Z AUTO 07007KT 10SM CLR 12/11 A3002 RMK AO2 SLP170 T01170106 TSNO,PATQ,2025-07-05T10:56:00Z,70.469,-157.428,11.7,10.6,70,7,,10+,30.02,1017,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,28
PATG 051056Z AUTO 03007KT 10SM OVC060 13/11 A2987 RMK AO2 SLP114 T01280111 PNO $,PATG,2025-07-05T10:56:00Z,59.051,-160.398,12.8,11.1,30,7,,10+,29.87,1011.4,,TRUE,TRUE,TRUE,,,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,1
PATE 051056Z AUTO 11014KT 10SM BKN100 16/09 A3002 RMK AO2 SLP166 T01560089 TSNO,PATE,2025-07-05T10:56:00Z,65.242,-166.328,15.6,8.9,110,14,,10+,30.02,1016.6,,TRUE,TRUE,,,TRUE,,,,BKN,10000,,,,,,,VFR,,,,,,,,,,,,METAR,93
PASX 051056Z AUTO 00000KT 10SM CLR 07/05 A3002 RMK AO2 SLP171 T00720050 TSNO,PASX,2025-07-05T10:56:00Z,60.476,-151.053,7.2,5,0,0,,10+,30.02,1017.1,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,28
PASM 051056Z AUTO 01005KT 10SM CLR A2993 RMK AO2 SLPNO FZRANO $,PASM,2025-07-05T10:56:00Z,62.057,-163.298,,,10,5,,10+,29.93,,,TRUE,TRUE,TRUE,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,108
PASL 051056Z AUTO 00000KT 10SM BKN080 12/11 A2994 RMK AO2 SLP131 T01220111,PASL,2025-07-05T10:56:00Z,61.697,-157.167,12.2,11.1,0,0,,10+,29.94,1013.1,,TRUE,TRUE,,,,,,,BKN,8000,,,,,,,VFR,,,,,,,,,,,,METAR,64
PASK 051056Z AUTO 25004KT 10SM CLR 17/16 A2998 RMK AO2 SLP148 T01670156,PASK,2025-07-05T10:56:00Z,66.599,-159.991,16.7,15.6,250,4,,10+,29.98,1014.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3
PASH 051056Z AUTO 04004KT 10SM CLR 13/12 A3006 RMK AO2 SLP181 T01330122,PASH,2025-07-05T10:56:00Z,66.252,-166.084,13.3,12.2,40,4,,10+,30.06,1018.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3
PASD 051056Z AUTO 00000KT 8SM OVC008 09/09 A2968 RMK AO2 SLP052 T00940089 PNO $,PASD,2025-07-05T10:56:00Z,55.318,-160.525,9.4,8.9,0,0,,8,29.68,1005.2,,TRUE,TRUE,TRUE,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,6
PASA 051056Z AUTO 09003KT 10SM CLR 07/07 A3005 RMK AO2 SLP177 T00720067 $,PASA,2025-07-05T10:56:00Z,63.689,-170.49,7.2,6.7,90,3,,10+,30.05,1017.7,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9
PARY 051056Z AUTO 00000KT 9SM CLR 21/11 A2992 RMK AO2 SLP130 T02110106 TSNO,PARY,2025-07-05T10:56:00Z,64.731,-155.463,21.1,10.6,0,0,,9,29.92,1013,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,185
PARS 051056Z AUTO 25005KT 10SM OVC100 12/10 A2990 RMK AO2 SLP128 T01220100 PNO $,PARS,2025-07-05T10:56:00Z,61.78,-161.321,12.2,10,250,5,,10+,29.90,1012.8,,TRUE,TRUE,TRUE,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,15
PARC 051056Z AUTO 31003KT 10SM CLR 17/08 A3004 RMK AO2 SLP182 T01720078 TSNO,PARC,2025-07-05T10:56:00Z,68.113,-145.576,17.2,7.8,310,3,,10+,30.04,1018.2,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,626
PAQH 051056Z AUTO 11003KT 10SM FEW045 OVC065 13/11 A2988 RMK AO2 SLP119 T01280106,PAQH,2025-07-05T10:56:00Z,59.751,-161.842,12.8,10.6,110,3,,10+,29.88,1011.9,,TRUE,TRUE,,,,,,,FEW,4500,OVC,6500,,,,,VFR,,,,,,,,,,,,METAR,8
PAPO 051056Z AUTO 13006KT 10SM CLR 06/04 A3008 RMK AO2 SLP183 T00560039,PAPO,2025-07-05T10:56:00Z,68.345,-166.807,5.6,3.9,130,6,,10+,30.08,1018.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
PAPN 051056Z AUTO 09011KT 8SM FEW021 OVC041 11/10 A2980 RMK AO2 SLP090 T01110100 $,PAPN,2025-07-05T10:56:00Z,57.578,-157.569,11.1,10,90,11,,8,29.80,1009,,TRUE,TRUE,TRUE,,,,,,FEW,2100,OVC,4100,,,,,VFR,,,,,,,,,,,,METAR,19
PAPM 051056Z AUTO 07008KT 10SM OVC060 12/12 A2985 RMK AO2 SLP111 T01220122 TSNO PNO $,PAPM,2025-07-05T10:56:00Z,59.011,-161.82,12.2,12.2,70,8,,10+,29.85,1011.1,,TRUE,TRUE,TRUE,,TRUE,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,4
PAPH 051056Z AUTO 12005KT 10SM SCT037 BKN046 OVC070 10/10 A2977 RMK AO2 SLP079 T01000100 $,PAPH,2025-07-05T10:56:00Z,56.959,-158.631,10,10,120,5,,10+,29.77,1007.9,,TRUE,TRUE,TRUE,,,,,,SCT,3700,BKN,4600,OVC,7000,,,VFR,,,,,,,,,,,,METAR,29
PAPG 051056Z AUTO 14003KT 10SM OVC080 12/10 A3011 RMK AO2 SLP198 T01220100 TSNO,PAPG,2025-07-05T10:56:00Z,56.805,-132.935,12.2,10,140,3,,10+,30.11,1019.8,,TRUE,TRUE,,,TRUE,,,,OVC,8000,,,,,,,VFR,,,,,,,,,,,,METAR,24
PAPE 051056Z AUTO 08007KT 7SM -RA OVC010 09/08 A2947 RMK AO2 CIG 007V014 SLP976 P0003 T00940083,PAPE,2025-07-05T10:56:00Z,55.9096,-159.16,9.4,8.3,80,7,,7,29.47,997.6,,TRUE,TRUE,,,,,,-RA,OVC,1000,,,,,,,MVFR,,,,,,0.03,,,,,,METAR,15
PAOU 051056Z AUTO 06008KT 9SM -RA OVC060 08/08 A2968 RMK AO2 SLP051 P0003 T00830078,PAOU,2025-07-05T10:56:00Z,56.006,-161.162,8.3,7.8,60,8,,9,29.68,1005.1,,TRUE,TRUE,,,,,,-RA,OVC,6000,,,,,,,VFR,,,,,,0.03,,,,,,METAR,3
PAOO 051056Z AUTO 32004KT 10SM OVC070 13/09 A2990 RMK AO2 SLP130 T01280089 TSNO $,PAOO,2025-07-05T10:56:00Z,60.537,-165.089,12.8,8.9,320,4,,10+,29.90,1013,,TRUE,TRUE,TRUE,,TRUE,,,,OVC,7000,,,,,,,VFR,,,,,,,,,,,,METAR,15
PAOH 051056Z AUTO 00000KT 10SM FEW048 OVC075 12/11 A3011 RMK AO2 SLP195 T01170111,PAOH,2025-07-05T10:56:00Z,58.108,-135.448,11.7,11.1,0,0,,10+,30.11,1019.5,,TRUE,TRUE,,,,,,,FEW,4800,OVC,7500,,,,,VFR,,,,,,,,,,,,METAR,
PANW 051056Z AUTO 09009KT 10SM CLR 09/07 A2993 RMK AO2 SLP140 T00940067 $,PANW,2025-07-05T10:56:00Z,59.451,-157.325,9.4,6.7,90,9,,10+,29.93,1014,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,100
